date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:45:47	41220/41220	---M--	200	added ('OK')	application/javascript	etag:%22a104-58ffc8432b700%22	https://servicesappauric.auric.city/js/loadComponent.js	/tmp/www.auric.city/servicesappauric.auric.city/js/loadComponent.js	(from https://www.auric.city/)
07:45:48	6126273/6126273	---M--	200	added ('OK')	application/pdf	etag:%225d7ac1-56865d4291100%22	https://servicesappauric.auric.city/uploadDocuments/content/IIA_DCR.pdf	/tmp/www.auric.city/servicesappauric.auric.city/uploadDocuments/content/IIA_DCR.pdf	(from https://www.auric.city/)
07:45:48	44377/44377	---M--	200	added ('OK')	application/javascript	etag:%22ad59-576da0e467580%22	https://servicesappauric.auric.city/js/validatorchklist.js	/tmp/www.auric.city/servicesappauric.auric.city/js/validatorchklist.js	(from https://www.auric.city/)
07:45:50	1098219/1098219	---M--	200	added ('OK')	image/jpeg	etag:%2210c1eb-565159e1d6b40%22	https://servicesappauric.auric.city/uploadDocuments/bannerImage/BannerImage20180213_161005.jpg	/tmp/www.auric.city/servicesappauric.auric.city/uploadDocuments/bannerImage/BannerImage20180213_161005.jpg	(from https://www.auric.city/)
07:45:50	105492/105492	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:15:49%20GMT	https://www.auric.city/content/about	/tmp/www.auric.city/www.auric.city/content/about.html	(from https://www.auric.city/)
07:45:52	159980/159980	---M--	200	added ('OK')	image/jpeg	etag:%22270ec-55dd7fd440b00%22	https://servicesappauric.auric.city/uploadDocuments/bannerImage/BannerImage20171113_124211.jpg	/tmp/www.auric.city/servicesappauric.auric.city/uploadDocuments/bannerImage/BannerImage20171113_124211.jpg	(from https://www.auric.city/)
07:45:53	666706/666706	---M--	200	added ('OK')	image/jpeg	etag:%22a2c52-5658def694140%22	https://servicesappauric.auric.city/uploadDocuments/bannerImage/BannerImage20180219_154245.jpg	/tmp/www.auric.city/servicesappauric.auric.city/uploadDocuments/bannerImage/BannerImage20180219_154245.jpg	(from https://www.auric.city/)
07:45:54	578581/578581	---M--	200	added ('OK')	image/jpeg	etag:%228d415-561649f40c800%22	https://servicesappauric.auric.city/uploadDocuments/bannerImage/BannerImage20171228_164440.jpg	/tmp/www.auric.city/servicesappauric.auric.city/uploadDocuments/bannerImage/BannerImage20171228_164440.jpg	(from https://www.auric.city/)
07:45:54	103500/103500	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:15:53%20GMT	https://www.auric.city/events	/tmp/www.auric.city/www.auric.city/events.html	(from https://www.auric.city/)
07:45:55	94757/94757	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:15:54%20GMT	https://www.auric.city/news	/tmp/www.auric.city/www.auric.city/news.html	(from https://www.auric.city/)
07:45:56	91129/91129	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:15:55%20GMT	https://www.auric.city/news-details/Walk-in-Interview-in-AITL-for-various-posts-on-14th-Nov-2019-1412	/tmp/www.auric.city/www.auric.city/news-details/Walk-in-Interview-in-AITL-for-various-posts-on-14th-Nov-2019-1412.html	(from https://www.auric.city/)
07:45:57	95997/95997	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:15:56%20GMT	https://www.auric.city/publicServices	/tmp/www.auric.city/www.auric.city/publicServices.html	(from https://www.auric.city/)
07:45:58	95833/95833	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:15:57%20GMT	https://www.auric.city/grievance-certificate	/tmp/www.auric.city/www.auric.city/grievance-certificate.html	(from https://www.auric.city/)
07:45:59	90698/90698	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:15:58%20GMT	https://www.auric.city/classified	/tmp/www.auric.city/www.auric.city/classified.html	(from https://www.auric.city/)
07:46:00	89501/89501	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:15:59%20GMT	https://www.auric.city/citymap	/tmp/www.auric.city/www.auric.city/citymap.html	(from https://www.auric.city/)
07:46:01	92103/92103	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:00%20GMT	https://www.auric.city/usefulLinks	/tmp/www.auric.city/www.auric.city/usefulLinks.html	(from https://www.auric.city/)
07:46:02	95669/95669	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:01%20GMT	https://www.auric.city/sitemap	/tmp/www.auric.city/www.auric.city/sitemap.html	(from https://www.auric.city/)
07:46:03	94885/94885	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:02%20GMT	https://www.auric.city/faq	/tmp/www.auric.city/www.auric.city/faq.html	(from https://www.auric.city/)
07:46:04	91464/91464	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:03%20GMT	https://www.auric.city/tender	/tmp/www.auric.city/www.auric.city/tender.html	(from https://www.auric.city/)
07:46:05	92032/92032	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:04%20GMT	https://www.auric.city/news-details/Featured-in-Honorable-PM-100-days-initiatives-and-achievements--Inauguration-of-Landmark--AURIC-8977	/tmp/www.auric.city/www.auric.city/news-details/Featured-in-Honorable-PM-100-days-initiatives-and-achievements--Inauguration-of-Landmark--AURIC-8977.html	(from https://www.auric.city/)
07:46:06	90851/90851	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:05%20GMT	https://www.auric.city/news-details/AITL---Results-of-Walk-in-Interview-Held-on-22nd-August-2019-2506	/tmp/www.auric.city/www.auric.city/news-details/AITL---Results-of-Walk-in-Interview-Held-on-22nd-August-2019-2506.html	(from https://www.auric.city/)
07:46:07	91295/91295	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:06%20GMT	https://www.auric.city/news-details/PM-inaugurates-first-greenfield-smart-industrial-city-Auric-4636	/tmp/www.auric.city/www.auric.city/news-details/PM-inaugurates-first-greenfield-smart-industrial-city-Auric-4636.html	(from https://www.auric.city/)
07:46:08	91355/91355	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:07%20GMT	https://www.auric.city/news-details/1st-greenfield-industrial-smart-city-opened-by-PM-in-Aurangabad-3589	/tmp/www.auric.city/www.auric.city/news-details/1st-greenfield-industrial-smart-city-opened-by-PM-in-Aurangabad-3589.html	(from https://www.auric.city/)
07:46:09	91760/91760	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:08%20GMT	https://www.auric.city/news-details/PM-launches-first-greenfield-smart-industrial-city-Auric--expect-Rs--70-000-cr-investments-2604	/tmp/www.auric.city/www.auric.city/news-details/PM-launches-first-greenfield-smart-industrial-city-Auric--expect-Rs--70-000-cr-investments-2604.html	(from https://www.auric.city/)
07:46:10	91202/91202	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:09%20GMT	https://www.auric.city/news-details/PM-launches-Auric--state-s-first--walk-to-work--city-1272	/tmp/www.auric.city/www.auric.city/news-details/PM-launches-Auric--state-s-first--walk-to-work--city-1272.html	(from https://www.auric.city/)
07:46:11	91295/91295	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:10%20GMT	https://www.auric.city/news-details/Aurangabad--Modi-opens-1st-greenfield-industrial-smart-city-7744	/tmp/www.auric.city/www.auric.city/news-details/Aurangabad--Modi-opens-1st-greenfield-industrial-smart-city-7744.html	(from https://www.auric.city/)
07:46:12	91603/91603	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:11%20GMT	https://www.auric.city/news-details/Plots-Open-for-Allotment--Last-Date-for-Online-Submission-of-Application-has-been-extended-up-to-Friday--30th-Aug--2019-at-17-00-hrs--7386	/tmp/www.auric.city/www.auric.city/news-details/Plots-Open-for-Allotment--Last-Date-for-Online-Submission-of-Application-has-been-extended-up-to-Friday--30th-Aug--2019-at-17-00-hrs--7386.html	(from https://www.auric.city/)
07:46:13	90552/90552	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:12%20GMT	https://www.auric.city/news-details/AITL--Empanelment-of-Retired-Officers-2964	/tmp/www.auric.city/www.auric.city/news-details/AITL--Empanelment-of-Retired-Officers-2964.html	(from https://www.auric.city/)
07:46:14	91020/91020	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:13%20GMT	https://www.auric.city/news-details/Walk-in-Interview-in-AITL-for-various-posts-on-22nd-August-2019-6938	/tmp/www.auric.city/www.auric.city/news-details/Walk-in-Interview-in-AITL-for-various-posts-on-22nd-August-2019-6938.html	(from https://www.auric.city/)
07:46:14	93024/93024	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:13%20GMT	https://www.auric.city/news-details/Plots-Open-for-Allotment--Online-application-will-be-open-from--9th--August---2019-at-11-00-hrs-and-last-date-of-submission-of-application-is-23rd--August-2019-at-17-00-hrs--3845	/tmp/www.auric.city/www.auric.city/news-details/Plots-Open-for-Allotment--Online-application-will-be-open-from--9th--August---2019-at-11-00-hrs-and-last-date-of-submission-of-application-is-23rd--August-2019-at-17-00-hrs--3845.2a.delaye	(from https://www.auric.city/)
07:46:15	91207/91207	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:14%20GMT	https://www.auric.city/news-details/NLMK-finalized-their-investment-in-AURIC-3764	/tmp/www.auric.city/www.auric.city/news-details/NLMK-finalized-their-investment-in-AURIC-3764.html	(from https://www.auric.city/)
07:46:16	91976/91976	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:15%20GMT	https://www.auric.city/news-details/Hon-ble-CM-Devendra-Fadanvis--assured-all-cooperation-to-NLMK-to-set-up-industries-in-state-3419	/tmp/www.auric.city/www.auric.city/news-details/Hon-ble-CM-Devendra-Fadanvis--assured-all-cooperation-to-NLMK-to-set-up-industries-in-state-3419.html	(from https://www.auric.city/)
07:46:17	91944/91944	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:16%20GMT	https://www.auric.city/news-details/Russian-steel-company-NLMK-had-meeting-with-Hon-ble-CM-at-Varsha--finalizing-their-investment-in-AURIC-6988	/tmp/www.auric.city/www.auric.city/news-details/Russian-steel-company-NLMK-had-meeting-with-Hon-ble-CM-at-Varsha--finalizing-their-investment-in-AURIC-6988.html	(from https://www.auric.city/)
07:46:18	91415/91415	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:17%20GMT	https://www.auric.city/news-details/NLMK-to-set-up-transformed-steel-manufacturing-plant-in-Aurangabad--5636	/tmp/www.auric.city/www.auric.city/news-details/NLMK-to-set-up-transformed-steel-manufacturing-plant-in-Aurangabad--5636.html	(from https://www.auric.city/)
07:46:19	92120/92120	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:18%20GMT	https://www.auric.city/news-details/NLMK-to-invest-6800-crores-in-AURIC--a-DMICDC-project-which-will-also-trigger-huge-employment-generation-in-state--5958	/tmp/www.auric.city/www.auric.city/news-details/NLMK-to-invest-6800-crores-in-AURIC--a-DMICDC-project-which-will-also-trigger-huge-employment-generation-in-state--5958.html	(from https://www.auric.city/)
07:46:20	91851/91851	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:19%20GMT	https://www.auric.city/news-details/Russian-company-NLMK-to-invest-800-Crores-in-1st-phase-of-its-mega-project-investment-in-AURIC--5180	/tmp/www.auric.city/www.auric.city/news-details/Russian-company-NLMK-to-invest-800-Crores-in-1st-phase-of-its-mega-project-investment-in-AURIC--5180.html	(from https://www.auric.city/)
07:46:21	91790/91790	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:20%20GMT	https://www.auric.city/news-details/AURIC-to-gets-its-Mega-Project-investment-as-Russian-steel-company--NLMK-to-invest-in-AURIC--8750	/tmp/www.auric.city/www.auric.city/news-details/AURIC-to-gets-its-Mega-Project-investment-as-Russian-steel-company--NLMK-to-invest-in-AURIC--8750.html	(from https://www.auric.city/)
07:46:22	91302/91302	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:21%20GMT	https://www.auric.city/news-details/A-Russian-giant-steel-manufacture--NLMK-to-invest-in-AURIC--8494	/tmp/www.auric.city/www.auric.city/news-details/A-Russian-giant-steel-manufacture--NLMK-to-invest-in-AURIC--8494.html	(from https://www.auric.city/)
07:46:23	91101/91101	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:22%20GMT	https://www.auric.city/news-details/AURIC--one-stop-solution-for-your-industrial-needs-3025	/tmp/www.auric.city/www.auric.city/news-details/AURIC--one-stop-solution-for-your-industrial-needs-3025.html	(from https://www.auric.city/)
07:46:24	90779/90779	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:23%20GMT	https://www.auric.city/news-details/AURIC-roadshow-in-Bengaluru-3773	/tmp/www.auric.city/www.auric.city/news-details/AURIC-roadshow-in-Bengaluru-3773.html	(from https://www.auric.city/)
07:46:25	92299/92299	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:24%20GMT	https://www.auric.city/news-details/Aurangabad-Industrial-City-conducts-roadshow-in-Bengaluru-4161	/tmp/www.auric.city/www.auric.city/news-details/Aurangabad-Industrial-City-conducts-roadshow-in-Bengaluru-4161.html	(from https://www.auric.city/)
07:46:26	91025/91025	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:25%20GMT	https://www.auric.city/news-details/AURIC-Conducts-Roadshow-for-Industries--MNCs--entrepreneurs-in-Delhi-4314	/tmp/www.auric.city/www.auric.city/news-details/AURIC-Conducts-Roadshow-for-Industries--MNCs--entrepreneurs-in-Delhi-4314.html	(from https://www.auric.city/)
07:46:27	92151/92151	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:26%20GMT	https://www.auric.city/news-details/Industrial-city-AURIC-eyes-investment-worth-Rs-70-000-cr-over-12-yrs--Published-on-The-Hitavada--Dated-18-May-2019---Page-11--9405	/tmp/www.auric.city/www.auric.city/news-details/Industrial-city-AURIC-eyes-investment-worth-Rs-70-000-cr-over-12-yrs--Published-on-The-Hitavada--Dated-18-May-2019---Page-11--9405.html	(from https://www.auric.city/)
07:46:28	91591/91591	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:27%20GMT	https://www.auric.city/news-details/AURIC-Road-Show-in-Delhi-NCR--Published-on-Virat-Vaibhav--Dated-18-May-2019---Page-3--4750	/tmp/www.auric.city/www.auric.city/news-details/AURIC-Road-Show-in-Delhi-NCR--Published-on-Virat-Vaibhav--Dated-18-May-2019---Page-3--4750.html	(from https://www.auric.city/)
07:46:29	92025/92025	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:28%20GMT	https://www.auric.city/news-details/Road-Shows-Organized-by-Greenfield-Smart-Industrial-City-AURIC--Published-on-Shah-Times--Dated-18-May-2019---Page-5--2843	/tmp/www.auric.city/www.auric.city/news-details/Road-Shows-Organized-by-Greenfield-Smart-Industrial-City-AURIC--Published-on-Shah-Times--Dated-18-May-2019---Page-5--2843.html	(from https://www.auric.city/)
07:46:30	92081/92081	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:29%20GMT	https://www.auric.city/news-details/Road-Shows-Organized-by-Greenfield-Smart-Industrial-City-AURIC--Published-on-Sahara-Sandesh--Dated-18-May-2019---Page-3--6508	/tmp/www.auric.city/www.auric.city/news-details/Road-Shows-Organized-by-Greenfield-Smart-Industrial-City-AURIC--Published-on-Sahara-Sandesh--Dated-18-May-2019---Page-3--6508.html	(from https://www.auric.city/)
07:46:31	91983/91983	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:30%20GMT	https://www.auric.city/news-details/Road-Shows-Organized-by-Greenfield-Smart-Industrial-City-AURIC--Published-on-Prakhar--Dated-18-May-2019---Page-4--4500	/tmp/www.auric.city/www.auric.city/news-details/Road-Shows-Organized-by-Greenfield-Smart-Industrial-City-AURIC--Published-on-Prakhar--Dated-18-May-2019---Page-4--4500.html	(from https://www.auric.city/)
07:46:32	92025/92025	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:31%20GMT	https://www.auric.city/news-details/Road-Shows-Organized-by-Greenfield-Smart-Industrial-City-AURIC--Published-on-Open-Voice--Dated-18-May-2019---Page-5--4191	/tmp/www.auric.city/www.auric.city/news-details/Road-Shows-Organized-by-Greenfield-Smart-Industrial-City-AURIC--Published-on-Open-Voice--Dated-18-May-2019---Page-5--4191.html	(from https://www.auric.city/)
07:46:33	91855/91855	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:32%20GMT	https://www.auric.city/news-details/BIZ-AURANGABAD-INDUSTRIAL-CITY---Industrial-city-AURIC-eyes-investment-worth-Rs-70-000-cr-over-12-yrs-9060	/tmp/www.auric.city/www.auric.city/news-details/BIZ-AURANGABAD-INDUSTRIAL-CITY---Industrial-city-AURIC-eyes-investment-worth-Rs-70-000-cr-over-12-yrs-9060.html	(from https://www.auric.city/)
07:46:34	93533/93533	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:33%20GMT	https://www.auric.city/news-details/Industrial-city-AURIC-eyes-investment-worth-Rs-70-000-cr-over-12-yrs-4704	/tmp/www.auric.city/www.auric.city/news-details/Industrial-city-AURIC-eyes-investment-worth-Rs-70-000-cr-over-12-yrs-4704.html	(from https://www.auric.city/)
07:46:35	93314/93314	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:34%20GMT	https://www.auric.city/news-details/Industrial-city-AURIC-eyes-investment-worth-Rs-70-000-cr-over-12-yrs-1748	/tmp/www.auric.city/www.auric.city/news-details/Industrial-city-AURIC-eyes-investment-worth-Rs-70-000-cr-over-12-yrs-1748.html	(from https://www.auric.city/)
07:46:36	94713/94713	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:35%20GMT	https://www.auric.city/news-details/Industrial-city-AURIC-eyes-investment-worth-Rs-70-000-cr-over-12-years-2932	/tmp/www.auric.city/www.auric.city/news-details/Industrial-city-AURIC-eyes-investment-worth-Rs-70-000-cr-over-12-years-2932.html	(from https://www.auric.city/)
07:46:37	94624/94624	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:36%20GMT	https://www.auric.city/news-details/Smart-industrial-city-AURIC-can-create-1-5-lakh-jobs--says-Gajanan-6533	/tmp/www.auric.city/www.auric.city/news-details/Smart-industrial-city-AURIC-can-create-1-5-lakh-jobs--says-Gajanan-6533.html	(from https://www.auric.city/)
07:46:38	91054/91054	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:37%20GMT	https://www.auric.city/news-details/AURIC-looks-to-attract-AP--TS-investors-6232	/tmp/www.auric.city/www.auric.city/news-details/AURIC-looks-to-attract-AP--TS-investors-6232.html	(from https://www.auric.city/)
07:46:39	90793/90793	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:38%20GMT	https://www.auric.city/news-details/AURIC-woos-investors-from-TS-8251	/tmp/www.auric.city/www.auric.city/news-details/AURIC-woos-investors-from-TS-8251.html	(from https://www.auric.city/)
07:46:40	91339/91339	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:39%20GMT	https://www.auric.city/news-details/Aurangabad-Industrial-Township-woos-exporters--global-entrepreneurs-8724	/tmp/www.auric.city/www.auric.city/news-details/Aurangabad-Industrial-Township-woos-exporters--global-entrepreneurs-8724.html	(from https://www.auric.city/)
07:46:41	90845/90845	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:40%20GMT	https://www.auric.city/news-details/Aurangabad-mulls-2nd-dry-port-2868	/tmp/www.auric.city/www.auric.city/news-details/Aurangabad-mulls-2nd-dry-port-2868.html	(from https://www.auric.city/)
07:46:42	91087/91087	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:41%20GMT	https://www.auric.city/news-details/AURIC-attracts-record-investment-7611	/tmp/www.auric.city/www.auric.city/news-details/AURIC-attracts-record-investment-7611.html	(from https://www.auric.city/)
07:46:43	91115/91115	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:42%20GMT	https://www.auric.city/news-details/First-phase-of-AURIC-city-to-be-complete-by-Dec-1458	/tmp/www.auric.city/www.auric.city/news-details/First-phase-of-AURIC-city-to-be-complete-by-Dec-1458.html	(from https://www.auric.city/)
07:46:44	91325/91325	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:43%20GMT	https://www.auric.city/news-details/Aurangabad-Industrial-City-attracts-Rs--3600-Crore-Investment-6545	/tmp/www.auric.city/www.auric.city/news-details/Aurangabad-Industrial-City-attracts-Rs--3600-Crore-Investment-6545.html	(from https://www.auric.city/)
07:46:45	91247/91247	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:44%20GMT	https://www.auric.city/news-details/AITL---Results-of-Walk-in-Interview-Held-on-30th-Nov-2018-4789	/tmp/www.auric.city/www.auric.city/news-details/AITL---Results-of-Walk-in-Interview-Held-on-30th-Nov-2018-4789.html	(from https://www.auric.city/)
07:46:46	90996/90996	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:45%20GMT	https://www.auric.city/news-details/Walk-in-Interview-in-AITL-for-various-posts-on-30th-Nov--2018-8695	/tmp/www.auric.city/www.auric.city/news-details/Walk-in-Interview-in-AITL-for-various-posts-on-30th-Nov--2018-8695.html	(from https://www.auric.city/)
07:46:47	91587/91587	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:46%20GMT	https://www.auric.city/news-details/Foreign-Companies-Keen-to-Invest-Rs-1000-Cr-in-Aurangabad-Industrial-CityAURIC-729	/tmp/www.auric.city/www.auric.city/news-details/Foreign-Companies-Keen-to-Invest-Rs-1000-Cr-in-Aurangabad-Industrial-CityAURIC-729.html	(from https://www.auric.city/)
07:46:48	91704/91704	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:47%20GMT	https://www.auric.city/news-details/AURIC-attracting-investments-across-all-sectors-including-Film-and-Consumer-Electronics-293	/tmp/www.auric.city/www.auric.city/news-details/AURIC-attracting-investments-across-all-sectors-including-Film-and-Consumer-Electronics-293.html	(from https://www.auric.city/)
07:46:49	90751/90751	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:48%20GMT	https://www.auric.city/news-details/Walk-in-Interview-for-various-posts-in-AITL-755	/tmp/www.auric.city/www.auric.city/news-details/Walk-in-Interview-for-various-posts-in-AITL-755.html	(from https://www.auric.city/)
07:46:50	92081/92081	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:49%20GMT	https://www.auric.city/news-details/Investors-from-around-the-world-are-lapping-up-to-invest-in-AURIC-CITY--making-it-a-Ready-to-Invest-Destination-580	/tmp/www.auric.city/www.auric.city/news-details/Investors-from-around-the-world-are-lapping-up-to-invest-in-AURIC-CITY--making-it-a-Ready-to-Invest-Destination-580.html	(from https://www.auric.city/)
07:46:51	90838/90838	---M-Z	200	added ('OK')	text/html	date:Tue,%2019%20Nov%202019%2002:16:50%20GMT	https://www.auric.city/news-details/Swiss-Company-to-invest-in-AURIC-187	/tmp/www.auric.city/www.auric.city/news-details/Swiss-Company-to-invest-in-AURIC-187.html	(from https://www.auric.city/)
